date,text,tokenized_text,like_count,quote_count,reply_count,retweet_count
2020-11-16,"{RT @NASA: 🐉 Enter the Crew Dragon. At 4:48 p.m. EST (9:48 p.m. UTC), the NASA @SpaceX Crew-1 astronauts give you a LIVE tour of their space…, ♥️, Launch in 5 minutes, The same propellant is used either for abort or for orbital maneuvering, as one use obviates the other}","['nasa', 'enter', 'crew', 'dragon', 'utc', 'nasa', 'spacex', 'crew', 'astronauts', 'give', 'live', 'tour', 'space', 'launch', 'minutes', 'propellant', 'used', 'either', 'abort', 'orbital', 'maneuvering', 'one', 'use', 'obviates']",439053,3404,10645,16274
2020-11-17,"{Deus ex machine learning https://t.co/5ZSYalVczx, Nullius in Verba @royalsociety, RT @SpaceX: Docking confirmed – Crew Dragon has arrived at the @space_station!}","['deus', 'ex', 'machine', 'learning', 'nullius', 'verba', 'royalsociety', 'spacex', 'docking', 'confirmed', 'crew', 'dragon', 'arrived', 'space_station']",207144,2597,3805,22733
2020-11-18,"{Tesla holiday software release is 🔥🔥, Cobra Kai is a deep cut}","['tesla', 'holiday', 'software', 'release', 'cobra', 'kai', 'deep', 'cut']",190084,1482,5186,5680
2020-11-21,"{RT @NASA: Booster separation, second-engine start, and fairing separation as the U.S.-European Sentinel-6 Michael Freilich ocean-observing…, Landing at Vandenberg AFB in California https://t.co/46J2GcCjP0, Well, almost anything https://t.co/FFPVDsqruC, Quite the day ahead https://t.co/apZNgmo0k7, RT @SpaceX: Crew-1’s view of Earth during Dragon’s flight to the @space_station https://t.co/lQW6TYmpB7}","['nasa', 'booster', 'separation', 'second', 'engine', 'start', 'fairing', 'separation', 'european', 'sentinel', 'michael', 'freilich', 'ocean', 'observing', 'landing', 'vandenberg', 'afb', 'california', 'well', 'almost', 'anything', 'quite', 'day', 'ahead', 'spacex', 'crew', 'view', 'earth', 'dragon', 'flight', 'space_station']",121793,1103,3313,12821
2020-11-22,"{Tomorrow will be the 7th flight of this rocket, landing on droneship Of Course I Still Love You}","['tomorrow', 'flight', 'rocket', 'landing', 'droneship', 'course', 'still', 'love']",119771,669,2695,3430
2020-11-24,"{Good Starship SN8 static fire! Aiming for first 15km / ~50k ft altitude flight next week. Goals are to test 3 engine ascent, body flaps, transition from main to header tanks &amp; landing flip.}","['good', 'starship', 'sn8', 'static', 'fire', 'aiming', 'first', 'altitude', 'flight', 'next', 'week', 'goals', 'test', 'engine', 'ascent', 'body', 'flaps', 'transition', 'main', 'header', 'tanks', 'landing', 'flip']",53395,929,1584,3032
2020-11-25,"{.@TheBabylonBee is savage 🤣🤣, This is a life leader launch, so more risk than normal https://t.co/EtFP9IELrf}","['thebabylonbee', 'savage', 'life', 'leader', 'launch', 'risk', 'normal']",124981,1438,3658,5987
2020-11-26,{Happy Thanksgiving!},"['happy', 'thanksgiving']",242888,1276,7719,8477
2020-12-02,"{Much of what people think of an science is actually engineering, eg no such thing as a “rocket scientist”, only rocket engineers. Latter is who put humans on the moon., Science is discovering the essential truths about what exists in the Universe, engineering is about creating things that never existed
https://t.co/aIEUtHoPxM}","['much', 'people', 'think', 'science', 'engineering', 'eg', 'thing', 'rocket', 'scientist', 'rocket', 'engineers', 'latter', 'put', 'humans', 'moon', 'science', 'discovering', 'essential', 'truths', 'exists', 'universe', 'engineering', 'creating', 'things', 'never', 'existed']",113394,1683,4374,8482
2020-12-03,"{Watch Demolition Man, Prometheus Unbound, RT @SpaceX: The Falcon 9 booster supporting this mission previously launched @NASA astronauts Bob Behnken and Doug Hurley to the @space_sta…}","['watch', 'demolition', 'man', 'prometheus', 'unbound', 'spacex', 'falcon', 'booster', 'supporting', 'mission', 'previously', 'launched', 'nasa', 'astronauts', 'bob', 'behnken', 'doug', 'hurley', 'space_sta']",154030,2341,8370,6895
2020-12-04,{RT @boringcompany: Tunnel Rave https://t.co/d3JKOIAsy7},"['boringcompany', 'tunnel', 'rave']",0,0,0,3831
2020-12-06,"{Im Gespräch mit Mathias Döpfner 

https://t.co/bqa5pIAOnk, RT @SpaceX: Dragon separation confirmed; the spacecraft is on its way to the @space_station. Autonomous docking tomorrow at approximately 1…, RT @SpaceX: Falcon 9 booster has landed on the Of Course I Still Love You droneship https://t.co/cNL6t0LQ0g, RT @SpaceX: Liftoff! https://t.co/pgk24cph9e}","['im', 'gespräch', 'mit', 'mathias', 'döpfner', 'spacex', 'dragon', 'separation', 'confirmed', 'spacecraft', 'way', 'space_station', 'autonomous', 'docking', 'tomorrow', 'approximately', 'spacex', 'falcon', 'booster', 'landed', 'course', 'still', 'love', 'droneship', 'spacex', 'liftoff']",13820,138,840,9232
2020-12-07,"{RT @NASA: Success! At 1:40pm ET, @SpaceX's upgraded Dragon cargo spacecraft autonomously docked to the @Space_Station. 

🐉 This is the 1st…, Out on the pad in South Texas https://t.co/RcYOXXpTc2, RT @Space_Station: The station and the @SpaceX #Dragon are going into an orbital night period before the 1:30pm ET docking. The #CrewDragon…, RT @NASA: Good morning, earthlings. ☀️ The journey continues! 

Watch as the NASA @SpaceX cargo resupply mission docks to the @Space_Statio…, 100, RT @SpaceX: Tracking footage from a helicopter of today’s Falcon 9 launch off LC-39A https://t.co/7rYVZRTS18, RT @Erdayastronaut: There’s something genuinely magical about seeing #Starship #SN8 in person. Boca Chica is beautiful, quiet and serine. T…}","['nasa', 'success', 'pm', 'spacexupgraded', 'dragon', 'cargo', 'spacecraft', 'autonomously', 'docked', 'space_station', 'pad', 'south', 'texas', 'space_station', 'station', 'spacex', 'dragon', 'going', 'orbital', 'night', 'period', 'pm', 'docking', 'crewdragon', 'nasa', 'good', 'morning', 'earthlings', 'journey', 'continues', 'watch', 'nasa', 'spacex', 'cargo', 'resupply', 'mission', 'docks', 'space_statio', 'spacex', 'tracking', 'footage', 'helicopter', 'today', 'falcon', 'launch', 'lc', 'erdayastronaut', 'something', 'genuinely', 'magical', 'seeing', 'starship', 'sn8', 'person', 'boca', 'chica', 'beautiful', 'quiet', 'serine']",285089,4371,11549,23227
2020-12-08,"{RT @SpaceX: Time-lapse of Dragon on approach – two Dragons now docked to the @space_station https://t.co/I046jBmC7o, “So long, and thanks for the orifice!”
- Alien message decrypted}","['spacex', 'time', 'lapse', 'dragon', 'approach', 'two', 'dragons', 'docked', 'space_station', 'long', 'thanks', 'orifice', 'alien', 'message', 'decrypted']",180632,5150,6749,19807
2020-12-09,"{Mars, here we come!!, Fuel header tank pressure was low during landing burn, causing touchdown velocity to be high &amp; RUD, but we got all the data we needed! Congrats SpaceX team hell yeah!!, Successful ascent, switchover to header tanks &amp; precise flap control to landing point! https://t.co/IIraiESg5M}","['mars', 'come', 'fuel', 'header', 'tank', 'pressure', 'low', 'landing', 'burn', 'causing', 'touchdown', 'velocity', 'high', 'rud', 'got', 'data', 'needed', 'congrats', 'spacex', 'team', 'hell', 'yeah', 'successful', 'ascent', 'switchover', 'header', 'tanks', 'precise', 'flap', 'control', 'landing', 'point']",879847,22575,27489,71006
2020-12-10,"{RT @SpaceX: Photos from Starship SN8’s flight test → https://t.co/095WHX44BX https://t.co/5OzLYF7QRf, Thank you, South Texas for your support! This is the gateway to Mars., Life, the Universe and Everything https://t.co/1ZCzInfc4u}","['spacex', 'photos', 'starship', 'sn8', 'flight', 'test', 'thank', 'south', 'texas', 'support', 'gateway', 'mars', 'life', 'universe', 'everything']",325042,3951,7000,20659
2020-12-11,{RT @Pockn_CG: Can't wait!! @elonmusk #spacex #SpaceXStarship https://t.co/ynEtMywFvg},"['pockn_cg', 'canwait', 'elonmusk', 'spacex', 'spacexstarship']",0,0,0,2276
2020-12-14,"{RT @SpaceX: Starship landing flip maneuver https://t.co/QuD9HwZ9CX, Ascent to the Heavens https://t.co/oGgsw88YRZ, Hehe https://t.co/SkLMiL3OxT, https://t.co/sdmXKbHdzd, https://t.co/qbNT1dUsED, RT @SpaceX: Falcon 9 launches SXM-7 to orbit, completing SpaceX’s 25th launch this year https://t.co/ZRur0ewNlv}","['spacex', 'starship', 'landing', 'flip', 'maneuver', 'ascent', 'heavens', 'hehe', 'spacex', 'falcon', 'launches', 'sxm', 'orbit', 'completing', 'spacex', 'launch', 'year']",990312,25040,24847,85092
2020-12-17,"{Star Light, Star Bright https://t.co/6CeTAZSXCO}","['star', 'light', 'star', 'bright']",221288,2760,6315,28735
2020-12-19,"{RT @SpaceX: Falcon 9’s first stage has landed on Landing Zone 1 https://t.co/mR18Qv3GoC, RT @SpaceX: Liftoff! https://t.co/AG4rAR6qNp}","['spacex', 'falcon', 'first', 'stage', 'landed', 'landing', 'zone', 'spacex', 'liftoff']",0,0,0,12125
2020-12-20,"{RT @SpaceX: Photos from yesterday’s launch and landing → https://t.co/095WHX44BX https://t.co/6ojFySuaxo, ♥️ i love all u crazy ppl out there ♥️, Come for the comments, 
stay for the memes💄, One word: Doge, Bitcoin is almost as bs as fiat money, https://t.co/EbOjGshvrq, “Lord” Edge, Just kidding, who needs a safe word anyway!?, Bitcoin is my safe word}","['spacex', 'photos', 'launch', 'landing', 'love', 'crazy', 'ppl', 'come', 'comments', 'stay', 'memes', 'one', 'word', 'doge', 'bitcoin', 'almost', 'fiat', 'money', 'lord', 'edge', 'kidding', 'needs', 'safe', 'word', 'anyway', 'bitcoin', 'safe', 'word']",1541255,25537,55750,125717
2020-12-21,{Thanks to everyone who worked so hard to make Tesla successful. My heart goes out to you.},"['thanks', 'everyone', 'worked', 'hard', 'make', 'tesla', 'successful', 'heart', 'goes']",339459,2047,8165,10800
2020-12-24,"{12 story rocket turns off its engines &amp; does a controlled fall https://t.co/HCRgyx42rn, To Tesla owners taking delivery in the final days of year, your support is super appreciated!!}","['story', 'rocket', 'turns', 'engines', 'controlled', 'fall', 'tesla', 'owners', 'taking', 'delivery', 'final', 'days', 'year', 'support', 'super', 'appreciated']",248168,1432,6817,11856
2020-12-25,"{Change your horn sound to 🐐, 🐍🎷, 💨 or holiday jingles with latest Tesla software update!, Merry Christmas &amp; happy holidays! 🎁 https://t.co/uk6NSPwR9R}","['change', 'horn', 'sound', 'holiday', 'jingles', 'latest', 'tesla', 'software', 'update', 'merry', 'christmas', 'happy', 'holidays']",416651,4427,12543,19628
2020-12-27,{Try playing Polytopia in your Tesla! Great game. Multiplayer online version coming soon.},"['try', 'playing', 'polytopia', 'tesla', 'great', 'game', 'multiplayer', 'online', 'version', 'coming', 'soon']",145086,914,5208,4040
2020-12-28,"{Entertainment will be critical when cars drive themselves, What should Tesla do with in-car gaming in an autonomous world?}","['entertainment', 'critical', 'cars', 'drive', 'tesla', 'car', 'gaming', 'autonomous', 'world']",87394,924,9563,3373
2020-12-29,"{All Tesla cars delivered in the final three days of the year will get three months of the Full Self-Driving option for free. Delivery &amp; docs must be fully complete by midnight Dec 31st., The Last Kingdom show is great, Not everything is made of cake https://t.co/oMaCmYQAwx, Such a weird game when you think about it https://t.co/5MrvVzmeKG, This is not CGI https://t.co/VOivE97vPR}","['tesla', 'cars', 'delivered', 'final', 'three', 'days', 'year', 'get', 'three', 'months', 'full', 'self', 'driving', 'option', 'free', 'delivery', 'docs', 'must', 'fully', 'complete', 'midnight', 'dec', 'last', 'kingdom', 'show', 'great', 'everything', 'made', 'cake', 'weird', 'game', 'think', 'cgi']",800780,9648,19474,64157
2020-12-30,"{Snake-head dog had my undivided attention until winder-head ostrich came gliding through all nonchalant https://t.co/dtPMdM3TQp, Destiny, destiny
No escaping 
that for me}","['snake', 'head', 'dog', 'undivided', 'attention', 'winder', 'head', 'ostrich', 'came', 'gliding', 'nonchalant', 'destiny', 'destiny', 'escaping']",253182,1535,8722,15657
2020-12-31,"{Ignore the heading, Great interview with Mathias Döpfner
https://t.co/ewnaHc4cH0}","['ignore', 'heading', 'great', 'interview', 'mathias', 'döpfner']",88368,537,2736,3817
2021-01-02,"{So proud of the Tesla team for achieving this major milestone! At the start of Tesla, I thought we had (optimistically) a 10% chance of surviving at all. https://t.co/xCqTL5TGlE, RT @Tesla: In 2020, we produced and delivered half a million cars. Huge thanks to all those who made this possible.
https://t.co/q43vz6RMhd}","['proud', 'tesla', 'team', 'achieving', 'major', 'milestone', 'start', 'tesla', 'thought', 'optimistically', 'chance', 'surviving', 'tesla', 'produced', 'delivered', 'half', 'million', 'cars', 'huge', 'thanks', 'made', 'possible']",109860,657,4150,12503
2021-01-04,"{Because of the large footprint, it may seem flat, but actually ranges up to 5 stories tall, Snow falling on Giga Berlin https://t.co/eTXMtYp8hG}","['large', 'footprint', 'may', 'seem', 'flat', 'ranges', 'stories', 'tall', 'snow', 'falling', 'giga', 'berlin']",206319,745,5030,7950
2021-01-07,"{https://t.co/2ja38Z8MRE, Use Signal, As seen from an external observer, not the participants, The most entertaining outcome is the most likely, This is called the domino effect https://t.co/qpbEW54RvM}","['ja38z8mre', 'use', 'signal', 'seen', 'external', 'observer', 'participants', 'entertaining', 'outcome', 'likely', 'called', 'domino', 'effect']",1262630,19767,32066,119363
2021-01-08,"{Launch underway https://t.co/wbk7ZZ0Fqx, Btw, critical feedback is always super appreciated, as well as ways to donate money that really make a difference (way harder than it seems)}","['launch', 'underway', 'critical', 'feedback', 'always', 'super', 'appreciated', 'well', 'ways', 'donate', 'money', 'really', 'make', 'difference', 'way', 'harder', 'seems']",333146,3162,31208,16457
2021-01-09,"{My 14-year-old son, Saxon, said he feels like 2021 will be a good year. I agree. Let us all make it so.}","['year', 'old', 'son', 'saxon', 'said', 'feels', 'like', 'good', 'year', 'agree', 'let', 'make']",918041,11827,28782,64718
2021-01-12,"{Hey you …
Yeah you Queen …
You’re gonna make it! 💕💕 https://t.co/LrqdIrbIyd, https://t.co/TKkruvgBth https://t.co/ocy2gFRYvN, Mus protec 👶 yoda https://t.co/1dvhG0nTkU}","['hey', 'yeah', 'queen', 'gonna', 'make', 'mus', 'protec', 'yoda']",1274518,20282,26254,160151
2021-01-13,"{All three static fires completed &amp; no RUDs!, https://t.co/ho7yGXAS3a, Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fired. Two starts completed, about to try a third., Legalize comedy, RT @SpaceX: Separation confirmed! Dragon performing 3 departure burns to move away from the @Space_Station https://t.co/G27ohWvnXj}","['three', 'static', 'fires', 'completed', 'ruds', 'today', 'spacex', 'practicing', 'starship', 'engine', 'starts', 'ship', 'held', 'massive', 'pins', 'engines', 'fired', 'two', 'starts', 'completed', 'try', 'third', 'legalize', 'comedy', 'spacex', 'separation', 'confirmed', 'dragon', 'performing', 'departure', 'burns', 'move', 'away', 'space_station']",1495083,15670,34591,131714
2021-01-14,"{RT @SpaceX: Splashdown of Dragon confirmed, completing SpaceX’s 21st @Space_Station resupply mission and the first return of a cargo resupp…}","['spacex', 'splashdown', 'dragon', 'confirmed', 'completing', 'spacex', 'space_station', 'resupply', 'mission', 'first', 'return', 'cargo', 'resupp']",0,0,0,3208
2021-01-15,"{Monty Python is amazing
https://t.co/UJq94IWT88}","['monty', 'python', 'amazing']",103007,1173,6180,7123
2021-01-18,{Battery cell production is the fundamental rate-limiter slowing down a sustainable energy future. Very important problem. https://t.co/MYOUSAC2AK},"['battery', 'cell', 'production', 'fundamental', 'rate', 'limiter', 'slowing', 'sustainable', 'energy', 'future', 'important', 'problem']",141251,898,6339,10937
2021-01-20,{RT @SpaceX: Falcon 9 launches Starlink to orbit – the eighth launch and landing of this booster https://t.co/zyj8ZdDFql},"['spacex', 'falcon', 'launches', 'starlink', 'orbit', 'eighth', 'launch', 'landing', 'booster']",0,0,0,5485
2021-01-21,"{Details next week, Am donating $100M towards a prize for best carbon capture technology}","['details', 'next', 'week', 'donating', 'towards', 'prize', 'best', 'carbon', 'capture', 'technology']",690726,18841,62703,59209
2021-01-22,{Launching many small satellites for a wide range of customers tomorrow. Excited about offering low-cost access to orbit for small companies! https://t.co/NrXmBML747},"['launching', 'many', 'small', 'satellites', 'wide', 'range', 'customers', 'tomorrow', 'excited', 'offering', 'low', 'cost', 'access', 'orbit', 'small', 'companies']",76222,432,3349,5403
2021-01-23,"{RT @SpaceX: Due to unfavorable weather, we are standing down from today's launch; the team will continue with the countdown until T-30 seco…}","['spacex', 'unfavorable', 'weather', 'standing', 'todaylaunch', 'team', 'continue', 'countdown', 'seco']",0,0,0,2276
2021-01-24,"{Under Vegas in @boringcompany tunnel yesterday with my boys https://t.co/tLfOuiEdFm, RT @SpaceX: SpaceX’s rideshare offering provides increased access to space for small satellite operators seeking a reliable, affordable rid…, RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/6gWWlLiXdG, RT @SpaceX: Liftoff! https://t.co/js3zVM77rH}","['vegas', 'boringcompany', 'tunnel', 'boys', 'spacex', 'spacex', 'rideshare', 'offering', 'provides', 'increased', 'access', 'space', 'small', 'satellite', 'operators', 'seeking', 'reliable', 'affordable', 'rid', 'spacex', 'falcon', 'first', 'stage', 'landed', 'course', 'still', 'love', 'droneship', 'spacex', 'liftoff']",205626,1000,5145,22569
2021-01-26,"{https://t.co/F23fxQkBCE, Gamestonk!! 
https://t.co/RZtkDzAewJ, Bought a hand knit wool Marvin the Martian helm for my dog, https://t.co/gpcvjIBTLM, I kinda love Etsy}","['f23fxqkbce', 'gamestonk', 'bought', 'hand', 'knit', 'wool', 'marvin', 'martian', 'helm', 'dog', 'kinda', 'love', 'etsy']",822451,15609,32255,63294
2021-01-28,"{With Cyberpunk, even the hotfixes literally have hotfixes, but … great game, https://t.co/a6kmk0PEgM, Here come the shorty apologists
Give them no respect
Get Shorty, u can’t sell houses u don’t own
u can’t sell cars u don’t own
but 
u *can* sell stock u don’t own!?
this is bs – shorting is a scam
legal only for vestigial reasons, The esthetics of Cyberpunk are incredible btw. The interior design is👌., 0 to 155mph trap speed in a 1/4 mile. 200mph top speed (with right tires)., First production car ever to achieve 0 to 60 mph in less than 2 seconds, It can play Cyberpunk, Plaid Model S ships next month https://t.co/HFUPTnQiPB, Even Discord has gone corpo …}","['cyberpunk', 'even', 'hotfixes', 'literally', 'hotfixes', 'great', 'game', 'come', 'shorty', 'apologists', 'give', 'respect', 'get', 'shorty', 'sell', 'houses', 'sell', 'cars', 'sell', 'stock', 'shorting', 'scam', 'legal', 'vestigial', 'reasons', 'esthetics', 'cyberpunk', 'incredible', 'interior', 'design', 'mph', 'trap', 'speed', 'mile', 'mph', 'top', 'speed', 'right', 'tires', 'first', 'production', 'car', 'ever', 'achieve', 'mph', 'less', 'seconds', 'play', 'cyberpunk', 'plaid', 'model', 'ships', 'next', 'month', 'even', 'discord', 'gone', 'corpo']",3701224,45293,102299,382770
2021-01-29,"{Starship SN9 &amp; SN10 https://t.co/urtPJn7amo, In retrospect, it was inevitable}","['starship', 'sn9', 'sn10', 'retrospect', 'inevitable']",1110039,13051,49246,93460
2021-01-30,"{Warm, sunny day &amp; snowy mountains https://t.co/2k8psyqU4J, What a beautiful day in LA https://t.co/EsCJTbzO9D, https://t.co/pyRCFE97Xp}","['warm', 'sunny', 'day', 'snowy', 'mountains', 'beautiful', 'day']",579113,2509,23028,18790
2021-01-31,"{If you’ve worked on advanced wearables, phones or robots, those skills are needed @neuralink, Feels weird helping make (hopefully good version of) Cyberpunk come true, Please consider working at Neuralink!

Short-term: solve brain/spine injuries
Long-term: human/AI symbiosis 

Latter will be species-level important 

Work at either at our Bay Area or Austin locations https://t.co/LPzDrWO8h3, https://t.co/XcCoKOjYlt, On Clubhouse tonight at 10pm LA time, RT @Commercial_Crew: Launch Alert 🚀 @NASA and @SpaceX are targeting no earlier than April 20 for the launch of the second crew rotation mis…}","['worked', 'advanced', 'wearables', 'phones', 'robots', 'skills', 'needed', 'neuralink', 'feels', 'weird', 'helping', 'make', 'hopefully', 'good', 'version', 'cyberpunk', 'come', 'true', 'please', 'consider', 'working', 'neuralink', 'short', 'term', 'solve', 'brain', 'spine', 'injuries', 'long', 'term', 'human', 'ai', 'symbiosis', 'latter', 'species', 'level', 'important', 'work', 'either', 'bay', 'area', 'austin', 'locations', 'clubhouse', 'tonight', 'pm', 'time', 'commercial_crew', 'launch', 'alert', 'nasa', 'spacex', 'targeting', 'earlier', 'april', 'launch', 'second', 'crew', 'rotation', 'mis']",510783,8640,29455,35547
2021-02-01,"{It will be filled with graffiti art, Giga Berlin progress https://t.co/ekpG5qcbUi, RT @SpaceX: This mission enables access for everyday people who dream of going to space, RT @SpaceX: Announcing the first commercial astronaut mission to orbit Earth aboard Dragon → https://t.co/MbESvnakAD https://t.co/ukLsjFfRjk}","['filled', 'graffiti', 'art', 'giga', 'berlin', 'progress', 'spacex', 'mission', 'enables', 'access', 'everyday', 'people', 'dream', 'going', 'space', 'spacex', 'announcing', 'first', 'commercial', 'astronaut', 'mission', 'orbit', 'earth', 'aboard', 'dragon']",354542,2053,10513,30772
2021-02-02,{Off Twitter for a while},['twitter'],530656,13571,33602,23969
2021-02-04,"{RT @SpaceX: Falcon 9 will launch @NASA’s SPHEREx mission – which will collect data on more than 300 million galaxies and explore how the un…, RT @SpaceX: Falcon 9 launches 60 Starlink satellites to orbit – mission from pad 39A on deck https://t.co/71cuCBgPNX, I am become meme,
Destroyer of shorts, Sandstorm is a masterpiece, Next time, we try pull *up* method https://t.co/J1M7WHLRDR, Low-key Loki, No highs, no lows, only Doge, No need to be a gigachad to own, Dogecoin is the people’s crypto, ur welcome https://t.co/e2KF57KLxb, Doge, https://t.co/vviUzWhodT, This was a tough one https://t.co/beY7peFpCj, RT @SpaceX: Watch Falcon 9 launch 60 Starlink satellites → https://t.co/bJFjLCzWdK  https://t.co/Ln95rEesbW}","['spacex', 'falcon', 'launch', 'nasa', 'spherex', 'mission', 'collect', 'data', 'million', 'galaxies', 'explore', 'un', 'spacex', 'falcon', 'launches', 'starlink', 'satellites', 'orbit', 'mission', 'pad', 'deck', 'become', 'meme', 'destroyer', 'shorts', 'sandstorm', 'masterpiece', 'next', 'time', 'try', 'pull', 'method', 'low', 'key', 'loki', 'highs', 'lows', 'doge', 'need', 'gigachad', 'dogecoin', 'people', 'crypto', 'welcome', 'doge', 'tough', 'one', 'spacex', 'watch', 'falcon', 'launch', 'starlink', 'satellites']",4658839,71102,142206,594488
2021-02-06,"{Lessons learned, Of Earth and Mars, Time to tell the story of Tesla &amp; SpaceX, The Second Last Kingdom https://t.co/Je4EI88HmV, YOLT

https://t.co/cnOf9yjpF1, The great thing about restaurants is that you get to hang out with strangers! - SJM, The future currency of Earth, Much wow!}","['lessons', 'learned', 'earth', 'mars', 'time', 'tell', 'story', 'tesla', 'spacex', 'second', 'last', 'kingdom', 'yolt', 'great', 'thing', 'restaurants', 'get', 'hang', 'strangers', 'sjm', 'future', 'currency', 'earth', 'much']",2089513,18736,93703,154222
2021-02-07,"{🎶 Who let the Doge out 🎶, Hodl the rainforests!!, So … it’s finally come to this … https://t.co/Gf0Rg2QOaF}","['let', 'doge', 'hodl', 'rainforests', 'finally', 'come']",1736866,21351,57707,219512
2021-02-08,"{Back to work I go …, Ð is for Ðogecoin! Instructional video.
https://t.co/UEEocOfcTb, The people have spoken … https://t.co/x41oVMzTGo}","['back', 'work', 'go', 'ogecoin', 'instructional', 'video', 'people', 'spoken']",956924,10106,49645,110611
2021-02-09,{XPrize team will manage the $100M carbon capture prize https://t.co/fSw5IanL0r},"['xprize', 'team', 'manage', 'carbon', 'capture', 'prize']",108827,1124,9303,12850
2021-02-10,"{The most entertaining outcome is the most likely, Just agree to do Clubhouse with @kanyewest, https://t.co/3rWE9uHSTS, Bought some Dogecoin for lil X, so he can be a toddler hodler, This is true power haha https://t.co/Fc9uhQSd7O, RT @SpaceX: NASA has selected Falcon Heavy to launch the first two elements of the lunar Gateway together on one mission! https://t.co/3pWt…}","['entertaining', 'outcome', 'likely', 'agree', 'clubhouse', 'kanyewest', 'bought', 'dogecoin', 'lil', 'toddler', 'hodler', 'true', 'power', 'spacex', 'nasa', 'selected', 'falcon', 'heavy', 'launch', 'first', 'two', 'elements', 'lunar', 'gateway', 'together', 'one', 'mission']",1370450,17771,62010,118037
2021-02-11,"{Happy New Year of the Ox! https://t.co/9WFKMYu2oj, Frodo was the underdoge,
All thought he would fail,
Himself most of all. https://t.co/zGxJFDzzrM}","['happy', 'new', 'year', 'ox', 'frodo', 'underdoge', 'thought', 'would', 'fail']",675690,6715,37703,61014
2021-02-12,"{RT @boringcompany: Congrats to the advancing teams in the Not-a-Boring Tunnel Competition!  Started with 390 competitors, down to the 12 fi…}","['boringcompany', 'congrats', 'advancing', 'teams', 'boring', 'tunnel', 'competition', 'started', 'competitors', 'fi']",0,0,0,1829
2021-02-13,"{было бы большой честью поговорить с вами, .@KremlinRussia_E would you like join me for a conversation on Clubhouse?, Lil meme juice for the weekend https://t.co/e9rVtk4SEe}","['kremlinrussia_e', 'would', 'like', 'join', 'conversation', 'clubhouse', 'lil', 'meme', 'juice', 'weekend']",567267,7254,32899,36703
2021-02-14,"{If major Dogecoin holders sell most of their coins, it will get my full support. Too much concentration is the only real issue imo.}","['major', 'dogecoin', 'holders', 'sell', 'coins', 'get', 'full', 'support', 'much', 'concentration', 'real', 'issue', 'imo']",327810,5850,28355,34365
2021-02-15,"{I will literally pay actual $ if they just void their accounts, https://t.co/w11m1IAG0z}","['literally', 'pay', 'actual', 'void', 'accounts']",953424,6886,19868,87283
2021-02-16,"{RT @Tesla: Winter at Giga Texas https://t.co/eqL8lPICKe, RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/apZ7oTOvNk}","['tesla', 'winter', 'giga', 'texas', 'spacex', 'deployment', 'starlink', 'satellites', 'confirmed']",0,0,0,22543
2021-02-17,{.@ERCOT_ISO is not earning that R},"['ercot_iso', 'earning']",141061,886,10779,8707
2021-02-19,"{I just want to start a flame in your heart, Just for a day}","['want', 'start', 'flame', 'heart', 'day']",727192,10746,42826,64052
2021-02-20,"{Cryptocurrency explained https://t.co/kUXaXx8a1R, Or did they say pegged to the dollar? Something like that …, Heard a rumor some crypto coin was pegging the dollar 🤣🤣}","['cryptocurrency', 'explained', 'say', 'pegged', 'dollar', 'something', 'like', 'heard', 'rumor', 'crypto', 'coin', 'pegging', 'dollar']",535384,5536,31454,48584
2021-02-21,"{Of spaceflight, RT @Tesla: Solar Roof even clears off the snow, Hypernominalization, Dojo 4 Doge}","['spaceflight', 'tesla', 'solar', 'roof', 'even', 'clears', 'snow', 'hypernominalization', 'dojo', 'doge']",585412,4994,34426,51779
2021-02-23,{Excession},['excession'],204738,1573,15399,10792
2021-02-24,"{On the actual moon, Literally https://t.co/XBAUqiVsPH}","['actual', 'moon', 'literally']",753739,7879,28243,80323
2021-02-25,"{🙏 https://t.co/BBwnTndvoi, Not a meta4, I mean actual books, I admit to judging books by their cover, Starship to the moon https://t.co/tVMJbBk3BU, Out on launch pad, engine swap underway https://t.co/QNXGtL90WN, You might see much higher download speeds on Starlink at times. Testing system upgrades., RT @Commercial_Crew: The @SpaceX Crew Dragon has officially been in space for more than 💯 days!

The Crew-1 mission launched on Nov. 15, 20…}","['meta4', 'mean', 'actual', 'books', 'admit', 'judging', 'books', 'cover', 'starship', 'moon', 'launch', 'pad', 'engine', 'swap', 'underway', 'might', 'see', 'much', 'higher', 'download', 'speeds', 'starlink', 'times', 'testing', 'system', 'upgrades', 'commercial_crew', 'spacex', 'crew', 'dragon', 'officially', 'space', 'days', 'crew', 'mission', 'launched', 'nov']",1565546,8529,54911,103335
2021-02-26,"{https://t.co/jJeP4pFR6m, Do androids dream of electric cars?}","['jjep4pfr6m', 'androids', 'dream', 'electric', 'cars']",412390,2472,19743,20351
